"no","generasi","pertanyaan","pertanyaan_ner","lapis_terjemahan","sql_asli_1baris","sql_dipakai_1baris","error"
"32","v1","""upt mana saja yang paling banyak melaporkan hasil pemeriksaan sarana produksi yang tmk?""","""upt mana saja yang paling banyak melaporkan hasil pemeriksaan <FACILITY TYPE> yang tmk?""","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom nama_balai→nama_upt ; kolom jenis_sarana→sarana","SELECT nama_balai, count(*) FROM vw_pemeriksaan_bcc WHERE kesimpulan = 'TMK' AND lower(jenis_sarana) like 'produksi' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5","SELECT nama_upt, count(*) FROM mv_pemeriksaan WHERE kesimpulan = 'TMK' AND lower(sarana) like 'produksi' GROUP BY nama_upt ORDER BY COUNT(*) DESC LIMIT 5",""
"33","v1","""upt manakah yang hasil pemeriksaan tmk sarana produksi md nya paling banyak di tahun 2025?""","""upt manakah yang hasil pemeriksaan tmk sarana produksi md nya paling banyak di tahun <YEAR>?""","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_start→tanggal_mulai ; kolom nama_balai→nama_upt ; kolom jenis_sarana→sarana ; kolom klasifikasi→komoditi","SELECT nama_balai, count(*) FROM vw_pemeriksaan_bcc WHERE EXTRACT(YEAR FROM tgl_start) = 2025 AND kesimpulan = 'TMK' AND lower(jenis_sarana) like 'produksi' AND klasifikasi LIKE '%MD%' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 5;","SELECT nama_upt, count(*) FROM mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND kesimpulan = 'TMK' AND lower(sarana) like 'produksi' AND komoditi LIKE '%MD%' GROUP BY nama_upt ORDER BY COUNT(*) DESC LIMIT 5;",""
"34","v1","""upt manakah yang hasil pemeriksaannya memiliki perserntase tmk terbanyak pada tahun 2025""","""upt manakah yang hasil pemeriksaannya memiliki perserntase tmk terbanyak pada tahun <YEAR>""","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_start→tanggal_mulai ; kolom nama_balai→nama_upt","SELECT nama_balai, count(*) as jumlah_tmk FROM vw_pemeriksaan_bcc WHERE EXTRACT(YEAR FROM tgl_start) = 2025 AND kesimpulan = 'TMK' GROUP BY nama_balai ORDER BY COUNT(*) DESC LIMIT 1;","SELECT nama_upt, count(*) as jumlah_tmk FROM mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND kesimpulan = 'TMK' GROUP BY nama_upt ORDER BY COUNT(*) DESC LIMIT 1;",""
"35","v1","Analisis data realisasi inspeksi pada periode waktu 2025 yang dilaksanakan oleh pusat maupun UPT secara mandiri","Analisis data realisasi inspeksi pada periode waktu <YEAR> yang dilaksanakan oleh pusat maupun UPT secara mandiri","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_start→tanggal_mulai","SELECT count(*) FROM public.vw_pemeriksaan_bcc WHERE EXTRACT(YEAR FROM tgl_start) = 2025;","SELECT count(*) FROM mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025;",""
"36","v1","berapa jumlah sarana yang diperiksa dalam rangka kasus di wilayah kerja bbpom di bandung pada tahun 2024?","berapa jumlah <FACILITY TYPE> yang diperiksa dalam rangka kasus di wilayah kerja bbpom di <CITY NAME> pada tahun <YEAR>?","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_start→tanggal_mulai ; kolom tujuan→tujuan_pemeriksaan","SELECT tujuan, COUNT(id) FROM vw_pemeriksaan_bcc WHERE EXTRACT(YEAR FROM tgl_start) = 2024 AND lower(tujuan) LIKE '%kasus%' GROUP BY tujuan;","SELECT tujuan_pemeriksaan, COUNT(id) FROM mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND lower(tujuan_pemeriksaan) LIKE '%kasus%' GROUP BY tujuan_pemeriksaan;",""
"37","v1","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang tutup dalam periode tahun 2025?","sarana obat tradisional; suplemen kesehatan; obat kuasi apa saja yang tutup dalam periode tahun <YEAR>?","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_end→tanggal_selesai","SELECT nama_sarana FROM vw_pemeriksaan_bcc WHERE lower(komoditi) IN ('obat tradisional', 'suplemen kesehatan', 'obat') AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tgl_end) = 2025;","SELECT nama_sarana FROM mv_pemeriksaan WHERE lower(komoditi) IN ('obat tradisional', 'suplemen kesehatan', 'obat') AND kesimpulan = 'TTP' AND EXTRACT(YEAR FROM tanggal_selesai) = 2025;",""
"38","v1","sebutkan sarana distribusi yang tutup tahun 2025?","sebutkan sarana distribusi yang tutup tahun <YEAR>?","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_end→tanggal_selesai ; kolom jenis_sarana→sarana","SELECT nama_sarana FROM vw_pemeriksaan_bcc WHERE lower(jenis_sarana) LIKE 'distribusi' AND EXTRACT(YEAR FROM tgl_end) = 2025 AND kesimpulan LIKE 'TTP' GROUP BY nama_sarana;","SELECT nama_sarana FROM mv_pemeriksaan WHERE lower(sarana) LIKE 'distribusi' AND EXTRACT(YEAR FROM tanggal_selesai) = 2025 AND kesimpulan LIKE 'TTP' GROUP BY nama_sarana;",""
"39","v1","tampilkan jenis sarana yang paling banyak diperiksa pada tahun 2025.","tampilkan jenis sarana yang paling banyak diperiksa pada tahun <YEAR>.","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_start→tanggal_mulai ; kolom jenis_sarana→sarana","SELECT jenis_sarana , count(*) FROM vw_pemeriksaan_bcc vpb WHERE EXTRACT(YEAR FROM tgl_start) = 2025 GROUP BY 1 LIMIT 5;","SELECT sarana , count(*) FROM mv_pemeriksaan vpb WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 GROUP BY 1 LIMIT 5;",""
"40","v1","tampilkan jumlah inspeksi rutin kategori mk dan tmk per periode 2025","tampilkan jumlah inspeksi rutin kategori <CLASSIFICATION> dan <CLASSIFICATION> per periode <YEAR>","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_start→tanggal_mulai ; kolom tujuan→tujuan_pemeriksaan","SELECT kesimpulan, COUNT(*) FROM vw_pemeriksaan_bcc WHERE kesimpulan IN ('MK', 'TMK') AND lower(tujuan) LIKE '%rutin%' AND tgl_start BETWEEN '2025-01-01' AND '2025-12-31' GROUP BY 1;","SELECT kesimpulan, COUNT(*) FROM mv_pemeriksaan WHERE kesimpulan IN ('MK', 'TMK') AND lower(tujuan_pemeriksaan) LIKE '%rutin%' AND tanggal_mulai BETWEEN '2025-01-01' AND '2025-12-31' GROUP BY 1;",""
"41","v1","tampilkan jumlah sarana yang memenuhi ketentuan di wilayah upt surabaya dan pada tahun 2025.","tampilkan jumlah <FACILITY TYPE> yang memenuhi ketentuan di wilayah upt <CITY NAME> dan pada tahun <YEAR>.","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_start→tanggal_mulai ; kolom nama_balai→nama_upt","SELECT nama_balai, count(*) FROM vw_pemeriksaan_bcc vpb WHERE lower(nama_balai) LIKE '%surabaya%' AND EXTRACT(YEAR FROM tgl_start) = 2025 AND kesimpulan LIKE 'MK' GROUP BY 1","SELECT nama_upt, count(*) FROM mv_pemeriksaan vpb WHERE lower(nama_upt) LIKE '%surabaya%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND kesimpulan LIKE 'MK' GROUP BY 1",""
"42","v1","tampilkan perbandingan jumlah sarana mk dibanding jumlah keseluruhan sarana yang diperiksa pada loka pom di kab. belitung pada triwulan i tahun 2025 dalam bentuk angka dan presentase.","tampilkan perbandingan jumlah <FACILITY TYPE> dibanding jumlah keseluruhan <FACILITY TYPE> pada loka pom di <REGENCY NAME> pada triwulan i tahun <YEAR> dalam bentuk angka dan presentase.","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_start→tanggal_mulai ; kolom kabupaten→kabupaten_kota","SELECT COUNT(CASE WHEN kesimpulan = 'MK' THEN 1 END) AS jumlah_sarana_mk, COUNT(*) AS jumlah_keseluruhan_sarana, CASE WHEN COUNT(*) > 0 THEN ROUND( (CAST(COUNT(CASE WHEN kesimpulan = 'MK' THEN 1 END) AS NUMERIC) * 100.0) / COUNT(*), 2 ) ELSE 0.00 END AS persentase_sarana_mk FROM public.vw_pemeriksaan_bcc WHERE lower(kabupaten) LIKE '%belitung%' AND tgl_start BETWEEN '2025-01-01'::date AND '2025-03-31'::date;","SELECT COUNT(CASE WHEN kesimpulan = 'MK' THEN 1 END) AS jumlah_sarana_mk, COUNT(*) AS jumlah_keseluruhan_sarana, CASE WHEN COUNT(*) > 0 THEN ROUND( (CAST(COUNT(CASE WHEN kesimpulan = 'MK' THEN 1 END) AS NUMERIC) * 100.0) / COUNT(*), 2 ) ELSE 0.00 END AS persentase_sarana_mk FROM mv_pemeriksaan WHERE lower(kabupaten_kota) LIKE '%belitung%' AND tanggal_mulai BETWEEN '2025-01-01'::date AND '2025-03-31'::date;",""
"43","v1","tampilkan perbandingan jumlah sarana tmk dibanding jumlah keseluruhan sarana yang diperiksa loka pom di kab. belitung pada triwulan i tahun 205 dalam bentuk angka dan presentase","tampilkan perbandingan jumlah <FACILITY TYPE> dibanding jumlah keseluruhan <FACILITY TYPE> loka pom di <REGENCY NAME> pada triwulan i tahun <YEAR> dalam bentuk angka dan presentase","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_start→tanggal_mulai ; kolom kabupaten→kabupaten_kota","SELECT COUNT(CASE WHEN kesimpulan = 'MK' THEN 1 END) AS jumlah_sarana_mk, COUNT(*) AS jumlah_keseluruhan_sarana, CASE WHEN COUNT(*) > 0 THEN ROUND( (CAST(COUNT(CASE WHEN kesimpulan = 'TMK' THEN 1 END) AS NUMERIC) * 100.0) / COUNT(*), 2 ) ELSE 0.00 END AS persentase_sarana_mk FROM public.vw_pemeriksaan_bcc WHERE lower(kabupaten) LIKE '%belitung%' AND tgl_start BETWEEN '2025-01-01'::date AND '2025-03-31'::date;","SELECT COUNT(CASE WHEN kesimpulan = 'MK' THEN 1 END) AS jumlah_sarana_mk, COUNT(*) AS jumlah_keseluruhan_sarana, CASE WHEN COUNT(*) > 0 THEN ROUND( (CAST(COUNT(CASE WHEN kesimpulan = 'TMK' THEN 1 END) AS NUMERIC) * 100.0) / COUNT(*), 2 ) ELSE 0.00 END AS persentase_sarana_mk FROM mv_pemeriksaan WHERE lower(kabupaten_kota) LIKE '%belitung%' AND tanggal_mulai BETWEEN '2025-01-01'::date AND '2025-03-31'::date;",""
"44","v1","tampilkan tiga temuan kritis paling sering ditemui beserta jumlah masing-masing temuannya pada balai besar pom di dki jakarta tahun 2024.","tampilkan tiga temuan kritis paling sering ditemui beserta jumlah masing-masing temuannya pada <HALL NAME> tahun <YEAR>.","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom tgl_start→tanggal_mulai ; kolom nama_balai→nama_upt","SELECT kesimpulan, COUNT(*) AS jumlah FROM public.vw_pemeriksaan_bcc WHERE nama_balai = 'BALAI BESAR POM DI JAKARTA' AND EXTRACT(YEAR FROM tgl_start) = 2024 AND kesimpulan IS NOT NULL GROUP BY kesimpulan ORDER BY jumlah DESC LIMIT 3;","SELECT kesimpulan, COUNT(*) AS jumlah FROM mv_pemeriksaan WHERE nama_upt = 'BALAI BESAR POM DI JAKARTA' AND EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND kesimpulan IS NOT NULL GROUP BY kesimpulan ORDER BY jumlah DESC LIMIT 3;",""
"45","v1","upt mana saja yang paling banyak melaporkan hasil pemeriksaan sarana yang tmk?","upt mana saja yang paling banyak melaporkan hasil pemeriksaan <FACILITY TYPE> yang tmk?","relasi vw_pemeriksaan_bcc→mv_pemeriksaan ; kolom nama_balai→nama_upt","SELECT nama_balai, COUNT(*) as jumlah_pemeriksaan FROM vw_pemeriksaan_bcc WHERE kesimpulan = 'TMK' GROUP BY nama_balai ORDER BY count(*) desc limit 5","SELECT nama_upt, COUNT(*) as jumlah_pemeriksaan FROM mv_pemeriksaan WHERE kesimpulan = 'TMK' GROUP BY nama_upt ORDER BY count(*) desc limit 5",""
"46","v2","analisis jumlah seluruh sarana produksi dan distribusi (tanpa pengulangan nama yang sama) per komoditi produk (obat/oba/sk/kos/po) yang telah diperiksa bpom dalam periode 2025","analisis jumlah seluruh sarana produksi dan distribusi (tanpa pengulangan nama yang sama) per komoditi produk (<COMMODITY NAME>/<COMMODITY NAME>/<COMMODITY NAME>/<COMMODITY NAME>/<COMMODITY NAME>) yan","-","SELECT sarana, komoditi, kesimpulan, count(DISTINCT nama_sarana) FROM public.mv_pemeriksaan mp WHERE (lower(sarana) LIKE '%produksi%' OR lower(sarana) LIKE '%distribusi%') AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2, 3;","SELECT sarana, komoditi, kesimpulan, count(DISTINCT nama_sarana) FROM public.mv_pemeriksaan mp WHERE (lower(sarana) LIKE '%produksi%' OR lower(sarana) LIKE '%distribusi%') AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2, 3;",""
"47","v2","apa temuan/ketidaksesuaian yang paling banyak ditemukan dari hasil pemeriksaan sarana produksi md?","apa temuan/ketidaksesuaian yang paling banyak ditemukan dari hasil pemeriksaan <FACILITY TYPE>?","-","SELECT jenis_sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(jenis_sarana) LIKE '%pangan md%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2 ORDER BY 3 DESC;","SELECT jenis_sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(jenis_sarana) LIKE '%pangan md%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2 ORDER BY 3 DESC;",""
"48","v2","apa temuan/ketidaksesuaian yang paling banyak ditemukan pada seluruh sarana distribusi tmk di wilayah kerja balai pom di payakumbuh?","apa temuan/ketidaksesuaian yang paling banyak ditemukan pada seluruh sarana distribusi tmk di wilayah kerja balai pom di <REGENCY NAME>?","-","SELECT kabupaten_kota, mp.sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(kabupaten_kota) LIKE '%payakumbuh%' AND lower(mp.sarana) LIKE '%distribusi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 4 DESC;","SELECT kabupaten_kota, mp.sarana, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(kabupaten_kota) LIKE '%payakumbuh%' AND lower(mp.sarana) LIKE '%distribusi%' AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 4 DESC;",""
"49","v2","bagaimana riwayat pemeriksaan sarana alfamart dalam periode tahun 2024?","bagaimana riwayat pemeriksaan sarana <COMPANY NAME> dalam periode tahun <YEAR>?","-","SELECT nama_sarana, alamat, tanggal_mulai, tanggal_selesai, jenis_sarana, tujuan_pemeriksaan, kesimpulan FROM public.mv_pemeriksaan WHERE LOWER(nama_sarana) LIKE '%alfamart%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY tanggal_mulai;","SELECT nama_sarana, alamat, tanggal_mulai, tanggal_selesai, jenis_sarana, tujuan_pemeriksaan, kesimpulan FROM public.mv_pemeriksaan WHERE LOWER(nama_sarana) LIKE '%alfamart%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY tanggal_mulai;",""
"50","v2","bagaimana tren data hasil pengawasan sarana obat tradisional; suplemen kesehatan; obat kuasi dalam periode tahun 2025?","bagaimana tren data hasil pengawasan sarana <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> dalam periode tahun <YEAR>?","-","SELECT EXTRACT(MONTH FROM mp.tanggal_mulai), sarana, komoditi, kesimpulan, count(nama_sarana) FROM public.mv_pemeriksaan mp WHERE (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2, 3, 4;","SELECT EXTRACT(MONTH FROM mp.tanggal_mulai), sarana, komoditi, kesimpulan, count(nama_sarana) FROM public.mv_pemeriksaan mp WHERE (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2025 GROUP BY 1, 2, 3, 4;",""
"51","v2","bagaimana tren data hasil pengawasan sarana obat tradisional; suplemen kesehatan; obat kuasi yang tidak memenuhi ketentuan berdasarkan kategori temuan (tmk tie/cpotb/cpotb habis/tidak memiliki cpotb) ","bagaimana tren data hasil pengawasan <COMMODITY NAME>; <COMMODITY NAME>; <COMMODITY NAME> yang tidak memenuhi ketentuan berdasarkan kategori temuan (<CONCLUSION TYPE>/<CONCLUSION TYPE>/<CONCLUSION TYP","-","SELECT EXTRACT(MONTH FROM tanggal_mulai) AS bulan, mp.sarana, mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') GROUP BY 1, 2, 3, 4;","SELECT EXTRACT(MONTH FROM tanggal_mulai) AS bulan, mp.sarana, mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND (lower(komoditi) LIKE '%obat%' OR lower(komoditi) LIKE '%obat tradisional%' OR lower(komoditi) LIKE '%suplemen kesehatan%') GROUP BY 1, 2, 3, 4;",""
"52","v2","bagaimana tren data hasil pengawasan sarana produksi kosmetik (profil hasil pengawasan) di upt balai pom di palembang dalam periode tahun 2024?","bagaimana tren data hasil pengawasan <FACILITY TYPE> (profil hasil pengawasan) di <HALL NAME> di <CITY NAME> dalam periode tahun <YEAR>?","-","SELECT mp.nama_upt, tanggal_mulai, nama_sarana, jenis_sarana, mpt.product_name, mpt.tp_kategori FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(nama_upt) LIKE '%palembang%' AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2024 AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 1, 2, 3, 4;","SELECT mp.nama_upt, tanggal_mulai, nama_sarana, jenis_sarana, mpt.product_name, mpt.tp_kategori FROM public.mv_pemeriksaan mp JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE lower(nama_upt) LIKE '%palembang%' AND EXTRACT(YEAR FROM mp.tanggal_mulai) = 2024 AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') ORDER BY 1, 2, 3, 4;",""
"53","v2","bagaimana tren data hasil pengawasan sarana produksi kosmetik yang memenuhi ketentuan dan tidak memenuhi ketentuan dalam periode tahun 2024?","bagaimana tren data hasil pengawasan sarana produksi kosmetik yang memenuhi ketentuan dan tidak memenuhi ketentuan dalam periode tahun <YEAR>?","-","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS bulan, kesimpulan, count(*) FROM public.mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1,2,3 ORDER BY 1,2,3;","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS bulan, kesimpulan, count(*) FROM public.mv_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2024 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1,2,3 ORDER BY 1,2,3;",""
"54","v2","bagaimana tren data hasil pengawasan sarana produksi kosmetik yang tidak memenuhi ketentuan berdasarkan kategori temuan (tmk tie/cpkb/cpkb habis/tidak memiliki cpkb) dalam periode tahun 2025?","bagaimana tren data hasil pengawasan <FACILITY TYPE> yang tidak memenuhi ketentuan berdasarkan kategori temuan (<CLASSIFICATION>) dalam periode tahun <YEAR>?","-","SELECT EXTRACT(MONTH FROM tanggal_mulai) AS bulan, mp.sarana, mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' GROUP BY 1, 2, 3, 4;","SELECT EXTRACT(MONTH FROM tanggal_mulai) AS bulan, mp.sarana, mp.komoditi, mpt.tp_kategori, count(*) FROM public.mv_pemeriksaan mp LEFT OUTER JOIN public.mv_pemeriksaan_temuan mpt ON mp.id = mpt.id_pemeriksaan WHERE EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND lower(komoditi) like '%kosmetik%' AND lower(sarana) like '%produksi%' GROUP BY 1, 2, 3, 4;",""
"55","v2","bagaimana tren hasil pemeriksaan sarana peredaran sejak tahun 2025","bagaimana tren hasil pemeriksaan sarana peredaran sejak tahun <YEAR>","-","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS BULAN, sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%distribusi%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4 ORDER BY 1, 2, 3, 4;","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS BULAN, sarana, kesimpulan, count(*) FROM public.mv_pemeriksaan mp WHERE lower(sarana) LIKE '%distribusi%' AND EXTRACT(YEAR FROM tanggal_mulai) = 2025 AND status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3, 4 ORDER BY 1, 2, 3, 4;",""
"56","v2","bagaimana tren hasil pemeriksaan sarana produksi md dan pirt sejak tahun 2024 hingga 2025?","bagaimana tren hasil pemeriksaan <FACILITY TYPE> dan <FACILITY TYPE> sejak tahun <YEAR> hingga <YEAR>?","-","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS bulan, jenis_sarana, count(*) FROM mv_pemeriksaan mp WHERE (lower(jenis_sarana) LIKE '%pangan md%' OR lower(jenis_sarana) LIKE '%pangan irt%') AND EXTRACT(YEAR FROM tanggal_mulai) BETWEEN 2024 AND 2025 AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 1, 2, 3;","SELECT EXTRACT(YEAR FROM tanggal_mulai) AS tahun, EXTRACT(MONTH FROM tanggal_mulai) AS bulan, jenis_sarana, count(*) FROM mv_pemeriksaan mp WHERE (lower(jenis_sarana) LIKE '%pangan md%' OR lower(jenis_sarana) LIKE '%pangan irt%') AND EXTRACT(YEAR FROM tanggal_mulai) BETWEEN 2024 AND 2025 AND mp.status IN ('VERIFY4', 'VERIFY5','VERIFY6','VERIFY7','FINISHED') GROUP BY 1, 2, 3 ORDER BY 1, 2, 3;",""
